sentence	sentiment
根据我对画质的忍受标准	neutral
另外	neutral
对焦速度是目前单电系统软肋快门延时稍长	negative
忙于学业	neutral
最后想说的是	neutral
且选项专业性较强	neutral
范围由于升至	neutral
多重曝光非常好玩∩∩哈哈	positive
还有可选颜色什么的	neutral
只是控制和手感恐怕没有这么舒服	negative
感觉强的不是一点点	neutral
发现对焦速度有所降低外观变丑了	positive
配置是世界上最低的	neutral
玩了半年就出掉了主要是边缘成像太差色散严重防抖没有想像中管用	positive
最后还是入手了	neutral
都会按照相同的标准提高照片四角的亮度	neutral
格式连拍坑爹	negative
机内软件可能有问题用转接要好很多但又没有了自动对焦	negative
价格也最高只有从机顶看觉得造型怪异些	positive
电池续航能力一般在暗处对焦边缘对焦点无力	negative
白平衡比如确实有一定的进灰问题	positive
因为我本人喜欢机身尽量小一些轻一些的	neutral
只是属于最严重的一类机子太小太轻	negative
操作够复杂的防抖没有想像中管用	positive
偶尔也会拉风箱	neutral
我觉得的机身手感很不理想操作系统反映速度很慢	positive
液晶屏像素太低一是太小完全不像是消费专业级数码相机的水平	positive
液晶屏像素太低操作系统反映速度很慢	negative
所以我也来说说作为一个爱好者的一些看法	neutral
快速操作的时候减少误操作	neutral
但可以塞进大衣的口袋加载薯片或者塞进摄影马甲口袋	neutral
画面颗粒感较强最大的问题是为小体积而小体积	negative
按键按起来啪啪响色彩的话	negative
我认为就是一个摆设	neutral
有时在长焦段会有拉风箱现象价格贵不少	positive
刚上手觉得操作特别困难但是长焦是外变焦	negative
说明他的电子设计和技术较低端松下出来的图片的比对度的确有点不够	negative
附带的解软件解出来的效果非常差我是从来不敢使用以上的感光度去拍人像的	negative
我是从来不敢使用以上的感光度去拍人像的	negative
数码单反有一个系数问题	neutral
闪光灯没有闪光灯的噪点属于比较大色斑	negative
另外	neutral
当然主要还是因为人犯懒了	neutral
压缩比有些点对焦速度一般	positive
试过边缘对焦结果对焦和色彩让人失望	negative
似乎码率不够底感差	positive
操作的时候小里小气的表现在取景器和想比	negative
套头成像颜色偏冷转盘和那个十字大按键有些容易误操作	negative
存储速度慢导致无法进行连续拍摄	negative
光圈下	neutral
做工一般就说下设计上的不足	positive
有时候界面操作都会有些许延时现象外盖分成了三部分	positive
也就忍了	neutral
首先我买不起变焦	neutral
暂时还不够丰富的系统但我宁可这样也不要糟糕的做工	negative
主要是高清视频录制清晰度差暗部对焦拉风箱	positive
的工业设计到底怎么了没什么用处	positive
用的时候快门声音很怪价格相对昂贵	negative
我个人觉得	neutral
可以用永诺	neutral
的对比对焦显然没有的相位对焦快顺便吐槽这几个新出的镜头	negative
的外观经过少许改变	neutral
改成了位于下部的按键	neutral
重量重不少对焦精度太差了	negative
功能很好玩	positive
重量对来说也还可以接受	neutral
没有感受在对焦的时候有些犹豫	negative
但我却很喜欢真实的色彩寸万象素的液晶屏有点落伍了	negative
仔细观察发现其实主要是噪点的表形式不一样	neutral
一镜走天下	neutral
原先用	neutral
色彩不偏差就是一台没有电话功能	positive
就是格式照片有点偏大本人用寸笔记本有时在长焦段会有拉风箱现象	positive
有点呆板	neutral
但是操作也大同小异了	neutral
应该是吧	neutral
画质没有什么出彩的地方奥巴的/镜头也是个大块头	positive
当然从官方的介绍	neutral
可能是和机身不匹配	neutral
因为我一直认为数码产品各司其职	neutral
这点全挤在中间啊	neutral
但是	neutral
默认锐度和色彩鲜度都一般	neutral
这个	neutral
雾蒙蒙的	neutral
是电池够玩	positive
和真人的肤色相识度	neutral
对于已经有	neutral
我还是觉得轻便比较靠谱	neutral
机身质量比我想象中的好得多	positive
说明除尘效果的确有用	neutral
对失望后	neutral
具有程序自动曝光全自动闪光灯禁用创意自动人像风光微距运动夜景人像程序快门优先自动曝光光圈优先自动曝光手动曝光门曝光多种模式	neutral
要么找错焦点	neutral
不过对大光比的控制方面明显不如全副	negative
功能不如但在大光圈长焦和闪光灯上还有不足	negative
我用的是	neutral
多拍些好照片和大家分享谢谢	neutral
出乎意料的喜悦持续了很久	neutral
的样子见仁见智了	neutral
机身缝隙稍大机背液晶屏竟然是塑料的	negative
本家镜头除了头都比较清淡	neutral
比不了饼干	neutral
无语死了	neutral
增强了手感	positive
大概有光线调整功能	positive
机身的握感上	neutral
就一姐夫机的大小	negative
感觉开关拧到距离过长结果对焦和色彩让人失望	negative
为什么照片这么小最大的问题是为小体积而小体积	negative
夜景画质很一般	negative
另外在输出的时候	neutral
但我发现	neutral
个月时间	neutral
的对焦屏比较简单的感觉但对色彩的处理还不如众老厂经验丰富	positive
这些都没什么可说的	neutral
的手感应该比较好	positive
外盖分成了三部分	negative
机械快门线的确蛋疼对强光源的处理不好	negative
在机器保持横着放置的时候回放	neutral
这个比较遗憾	neutral
小黑虽然部分焦段锐度跟不上此头焦外绿边十分严重	positive
对焦点有点集中窃以为还是的软件功底差了	negative
肤色偏金黄色景深预览键没有	negative
的噪点属于比较大色斑只是属于最严重的一类	negative
先说说像素吧	neutral
真不知的设计师是怎么想的	neutral
希望有公司的人路过	neutral
自己看吧	neutral
的机顶液晶屏更大	positive
细节也不错	positive
但是一个重大缺陷	neutral
就是不懂为什么一个用屏幕做取景器的机器	neutral
因为经常看到有人说的声音一塌糊涂但我却很喜欢真实的色彩	positive
应该很强大	neutral
结实耐用在数码时代已经不那么重要了	neutral
主观上觉得快门时滞变长了但实际没有变	neutral
很多人觉得造型很怪异玩了半年就出掉了主要是边缘成像太差色散严重	negative
电池不够用肤色偏金黄色	positive
不知有没有人有我这样的感觉	neutral
变成了与相同的万像素	neutral
还有电子水平仪	neutral
分辨率也高	positive
最先淘汰的是和系列	neutral
画质还不错	positive
手感操控性能画质已然全面落后不满的是反映速度	negative
可能握持上不是太舒服像素密度太密了	negative
顺便讲一个曾经蛋疼的事	neutral
系统吸引了副厂的大量兴趣比如说和转接环	neutral
对焦速度偏慢反差较小时镜头还会拉风箱	negative
目测对焦速度慢于结果对焦和色彩让人失望	negative
景深预览键没有这个头的对焦性能并不好	positive
亮度还是偏低数据线都不配	negative
峰值对焦的这个功能我特别喜欢	positive
细节较多	negative
为什么那么多人钟爱或者说追捧那	neutral
还有品控问题反光板污点门除了价格比较高一些	negative
给大家简单介紹一下的主要改进特色	neutral
色彩迷人	positive
应该说我对这个机器非常了解	neutral
这段时间只试过一次对不上焦	neutral
除了多带几块电池之外	neutral
景深预览键没有	negative
奥巴的机器握感都不好暗部对焦拉风箱	negative
感受不好把握	neutral
不过也许这些也与我对该相机的使用不太熟悉有关	neutral
塑料感强手动对焦有	positive
说真的这款机在单反群体里并不贵	neutral
点对焦寸与千万象素的普及	neutral
机子太小太轻这是镜头太水的原因	positive
有出现过拉风箱的现象	neutral
肩屏小了些玩了半年就出掉了主要是边缘成像太差色散严重	positive
但还是不太有信心	neutral
外观既没有时尚这么密的小像素	negative
操作手感不如	positive
入之前也有点小担心	neutral
好了	neutral
目前单机	neutral
进灰门	neutral
还希望论坛里的朋友多把目光转向技术层面	neutral
也是如此的设计就感觉出来的片子更糟	negative
首先先发点感慨．．．好机．真的是好机．．．	neutral
最终我买了	neutral
首先是微单	neutral
但拿在手里稍轻	neutral
快门打到尽然有重影	negative
致命的阳光下看不清屏幕	negative
是走简化的路子	neutral
所以手感上面也比较不错	positive
再说	neutral
表示耳朵没有这么好	neutral
当你厌倦了大光圈虚化的世俗效果时	neutral
相比较	neutral
优点	neutral
不过的快门声音做的很好听	positive
稍逊于单反的机械性能表现在取景器和想比	positive
没有内闪暗部对焦拉风箱	negative
使用较重镜头的时候	neutral
目前价位还是高于的窃以为还是的软件功底差了	positive
真的算一台很据性价比的实惠的大长焦好机子	positive
而远角端只有对焦速度慢	negative
我感觉和大致相同	neutral
高速连怕只能用在上	neutral
好多直出可用	positive
我的观点还是的事就交给相机自己处理吧	neutral
就拍不出来	neutral
先对焦后构图速度太慢且容易焦点偏移就是不太方便	negative
对焦倒是利索的很	positive
但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小操控缩水	negative
对对焦点的明暗反差要求比较高机身轻小后的缺陷装个都觉得头重脚轻	negative
感觉比要好	positive
对焦速度是目前单电系统软肋表现在取景器和想比	positive
入门机器么	neutral
体积太大我的就是最小的暗部噪点也清晰可见	positive
视角变化	neutral
并且较为便携的选择	neutral
杂拍说说新入手的感受	neutral
使用半年	neutral
尤其是曝光锁定键只是控制和手感恐怕没有这么舒服	negative
也没专业也有紫边	positive
而且的用户群越来越小白化	neutral
不过	neutral
就是快门声音不怎么样它相机里电池自行放电由来已久	negative
它的光圈要通过在镜头上的光圈环来调整	neutral
够你练手用了	neutral
要是左右就完美了	neutral
那是一个特殊的算法	neutral
对焦确认功能的确非常好用	positive
年中单位器材换新	neutral
新机没有如我期待的那样表现	neutral
又配了块品胜	neutral
以上那些感受仅供参考	neutral
对焦点有点集中附带的解软件解出来的效果非常差	positive
我是从来不敢使用以上的感光度去拍人像的在暗处对焦边缘对焦点无力	negative
开始时是灰的	neutral
镜头确实比较强	positive
我的观点是高像素不能说不重要	neutral
可能与镜头口径比较大有关吧在中算比较大了	neutral
其实松下除了画质外所以设计理念上不高明	positive
手感操控性能画质已然全面落后白平衡只能菜单调	negative
接下来的几年里	neutral
虽然说不上拉风箱	neutral
机械快门线的确蛋疼洞妖的明显要慢于的	positive
当然也更方便了自拍	neutral
参数平平	neutral
说说使用感受	neutral
体积有所减小	neutral
对焦模式也丰富很多	positive
没有闪光灯肩屏小了些	positive
有点小	neutral
不满的是反映速度如果能有对焦微调	negative
配合随机带的转换热靴可以和我的灯兼容	neutral
显示屏远远好过小五的	positive
和的比似乎就少了点相位对焦点的对焦	negative
中央五个对焦点很暴力自动对焦较慢	negative
但是以上就有部份杂讯	neutral
细节较多有时在长焦段会有拉风箱现象	negative
附带的解软件解出来的效果非常差	negative
机背采用的布局	neutral
快门声很小	neutral
我发现的色彩非常干	negative
不允许拿下来	neutral
只是控制和手感恐怕没有这么舒服肤色偏金黄色	positive
感受现在强大的手机照相摄像功能	neutral
那个人的肤色偏黄的	neutral
个人觉得做工不如对焦框不会显示	positive
当然	neutral
的我一会不敢超过对对焦点的明暗反差要求比较高	negative
操作的时候小里小气的手柄突出部分和镜头对焦环之间的空间挤了点	negative
而如果欠曝	neutral
没有对焦慢	positive
如果能有对焦微调但在自动对焦操控感受上还存在一定差距	negative
的确的背景虚化不太好做/的快门大家都非常郁闷	positive
折算之后大概是更适合户外的拍摄	neutral
如果能忍受它缓慢的存储速度的话发现对焦速度有所降低	negative
在不回放	neutral
机宽容度很好	positive
还是铁手重要	neutral
而且使用速度狂慢我用的是苹果一体机的对焦屏比较简单的感觉	negative
还有什么方法拯救这个缺点	neutral
则不同	neutral
但驱动有点慢夜景画质很一般	negative
如果不是放大照片	neutral
几个小按钮的感觉也是如此说明他的电子设计和技术较低端	negative
外接闪光灯真丑比如白平衡没有显示	negative
功能不如全副镜头在上广角损失严重	positive
因为光圈排线坏掉送修两次	neutral
而自从出了竹炮以后	neutral
特别是电池舱盖白平衡	negative
动动脑子想一下	neutral
室内人像偏黄偏绿	neutral
液晶屏像素太低	negative
如果不出这个系统	neutral
作为新手其实也够了也拍了不少好片子	neutral
注意行程比较短	neutral
我最不满意的是那个删除键对焦速度慢这个完全不能和单反比啊	positive
景深预览键没有但实际试用发现对焦迟滞太严重	positive
不是手工按压收回去	neutral
有时候界面操作都会有些许延时现象夜景画质很一般	negative
图象完全看不清楚但驱动有点慢	negative
镜头方面也有不足的地方但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小	negative
重量重不少但因为绿屏问题实在让我觉得膈应	negative
但是感觉跟还是有一定差距的白平衡	negative
囧	neutral
但是外挂电源毕竟影会影响的便携性艺术效果拍摄时拖尾严重	positive
对焦烂也就算了而且很象没有录像	positive
以前很多人都说的机身差看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动	positive
手感	neutral
但对色彩的处理还不如众老厂经验丰富	negative
给同好做个参考吧	neutral
广角端边缘锐度不行长焦端没有防震	negative
连拍最快连拍是张每秒	neutral
还是啥点测光	neutral
它相机里电池自行放电由来已久我发现的色彩非常干	positive
去年年底入手	neutral
多年以后我一直记着这个桥段	neutral
其芯片是单个像素最大的	neutral
闪光灯没有闪光灯想问问为什么的照片这么小啊	positive
广角的搭配很好	neutral
做为手持设备	neutral
至今仍然不输于一般数码的拍摄画面质素	positive
比如确实有一定的进灰问题它相机里电池自行放电由来已久	negative
只不过应该会耗费不少电力吧我手持拍摄的出片率较低	negative
没有考虑到不同镜头有不同程度的暗角的情况	neutral
充电感觉不是很方便另外高感也差很多	positive
唯一办法是多带几个电池	neutral
相机的操控性能	neutral
现在的屏幕裸露在外没有	negative
不过相机还是用来拍片	neutral
并非一无是处	neutral
想直接放衣兜里	neutral
只是控制和手感恐怕没有这么舒服对焦点不行啊	negative
我需要拍那种	neutral
说来惭愧	neutral
塑料感强且目前售价也略高	positive
我可以说是超值	neutral
寸万象素的液晶屏有点落伍了	negative
但在大光圈长焦和闪光灯上还有不足顺便吐槽这几个新出的镜头	negative
机器内闪只有外盖分成了三部分	negative
脚架环拆装很方便	positive
价格对我来说也贵了	negative
软件不太好使同样用测试对焦	negative
去试了下	neutral
这样增加了握持手感	neutral
还算习惯	neutral
谁同时用过与	neutral
对强光源的处理不好液晶屏像素太低	positive
还是人家送的卡	neutral
以前很多人都说的机身差有时候界面操作都会有些许延时现象	negative
毕竟这个价格超过一台入门单反了	neutral
另外高感也差很多带来的问题就是握持感	negative
有哪里不好请多多指导	neutral
这意味着你可以放心地使用大光圈来拍摄而无需担心跑焦问题	neutral
暗部对焦拉风箱现在多出来的锁定键做的太	positive
对焦行程做得那么长对对焦点的明暗反差要求比较高	positive
个人感觉总体还是倾向于	neutral
就是格式照片有点偏大本人用寸笔记本机身塑料感十足	negative
估计接近公分	neutral
快门延时稍长在肩屏的信息显示量上也不够丰富	negative
没有充电感觉不是很方便	negative
应该就是进这台	neutral
快门声音真心不好听让那些用的女士双臂平伸端着手感很差的克重物显得那么滑稽可笑	negative
达到了画幅清晰度的顶峰	neutral
目测对焦速度慢于真的就是系统慢了点	negative
不过通过在的试机体会	neutral
奥巴的机器握感都不好亮度还是偏低	negative
机背液晶屏竟然是塑料的按键按起来啪啪响	positive
自动白平衡的确有改善	positive
放大倍率倍	neutral
下面是几张高感的照片	neutral
比的	neutral
单反数码机	neutral
操控上	neutral
尽管还没搞定操作细节	neutral
使用习惯的不同	neutral
国行的既没有功能	neutral
对焦速度慢这个完全不能和单反比啊对焦太慢了	positive
就是色彩比较淡快门延时稍长	positive
:还是的操控好	positive
以对焦操控见长	positive
过年用了一段时间	neutral
取景器切换时候会有遮挡外接闪光灯真丑	positive
动态照片用快门优先	neutral
的手感虽然少了的厚重感	negative
大概关注了这台相机有一个多月了	neutral
套头成像颜色偏冷但在大光圈长焦和闪光灯上还有不足	positive
在强光下太不清楚	neutral
初步谈谈体会	neutral
而且因为光学取景器的提升	positive
总体上给我的感觉这套系统对焦性能和差不多不过手感一般	negative
无奈天津地区一直没货	neutral
但是的操控感觉甚至要胜过的	positive
只配了个镜头银广角	neutral
轻微的触碰这个盖很容量掉下来	neutral
自动白平衡更准确	positive
晚上用来拍远处的一栋高楼	neutral
可是它的机械性能又实在是不好但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小	negative
闪光灯没有闪光灯这景深伤不起	positive
到现在已经不止一周了	neutral
呵呵	neutral
下单几天后相机就送到了手中	neutral
只是属于最严重的一类暂时还不够丰富的系统	negative
存取慢就是一台没有电话功能	negative
多钻研这一机两头	neutral
怎么设置啊	neutral
但是强劲的机能会弥补画质的不足就是不太方便	negative
不过完全在可以接受的范围内	neutral
怎么取景怎么拍照突然都不会了	neutral
的噪点属于比较大色斑我发现的色彩非常干	negative
但体积不小数据线都不配	positive
在正常的光照度下一般需要秒的时间对好焦	neutral
上图有点儿麻烦啊	neutral
是不是机子和镜头有问题啊	neutral
但对色彩的处理还不如众老厂经验丰富色彩不正及过渡不好	positive
结果对焦和色彩让人失望体积太大	negative
电池续航能力一般比偏红偏假的色彩	positive
后来打到档	neutral
上个的正面照	neutral
直出太差了对焦太慢了	positive
防抖没有想像中管用如果能有对焦微调	negative
我上手的是特别快	neutral
有时候居然可用	neutral
不能变焦只好多跑几步	neutral
均为手持	neutral
点评	neutral
最不满意的也就对焦系统了操作的时候小里小气的	positive
风景摄影表现一般无摄像功能	negative
宾得单电使用感受	neutral
您看的时候注意相机数据	neutral
真的就是系统慢了点感觉看不出噪点	positive
关于材质和手感	neutral
我在星际城市三楼的买的	neutral
而腾龙出片我个人感觉比较像一个数码记录图像就是成像似乎不像是微单的水平	negative
其对焦范围几乎包含了屏幕的区域	neutral
对焦速度一般发现对焦速度有所降低	negative
用的时候快门声音很怪	negative
似乎码率不够自动白平衡在某些特定场合容易出錯	negative
其他象手感操控啊	positive
但是后来觉得操控上和手感上会威武很多	positive
但拍出照片的却常常显示或	neutral
很多人觉得造型很怪异套头成像颜色偏冷	negative
为什么这么耗电	neutral
感觉速度不错	positive
而且定价太高了比偏红偏假的色彩	negative
定室内耍的开了	neutral
这种解决方案远比和必须在热靴上安装一个另购的遥控接收器	neutral
并且支持卡存储了	positive
的手感虽然少了的厚重感电池使用寿命短不过该机器已经设计了外接电源的线孔	positive
缺点是体积略大	negative
但是在的情况表现依旧那么给力	neutral
在洞妖上完全被洗刷	neutral
大的要死	neutral
光圈值会显示在取景器内	neutral
快门声音真心不好听真的就是系统慢了点	negative
但这没有影响到我的激情	neutral
在进行剪裁时就能充分显示高像素的优越性了	neutral
也马马虎虎可以接受	neutral
我觉得还是由于的对焦速度太慢导致的	neutral
新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色体积小	negative
在菜单中的部分项目	neutral
比差一个档次	neutral
最后下决心购买还是因为看了这日本人的博客	neutral
我手比较大	neutral
有人说也挺好啊其实关键有个	neutral
目前的触摸屏除了用于菜单以外	neutral
想问问为什么的照片这么小啊配长焦机身偏小	negative
对焦精度会有所下降	neutral
的电子技术确实不高不深先对焦后构图速度太慢且容易焦点偏移	negative
进行手动对焦	neutral
在现场也用自己的机器拍了相同场景	neutral
二功能相当的多	positive
本人年多的用户	neutral
配长焦机身偏小没有	positive
和的高感成像质量相比较而言就有些惨了高感就不要太奢求了	negative
的快门声音是根据专业摄影师的反馈进行调教的	neutral
即是	neutral
加上屏和的因素	neutral
刚玩了一会	neutral
做工一般还有品控问题反光板污点门	negative
画质么应该是没的说	positive
但是长焦是外变焦手感操控性能画质已然全面落后	negative
已经足够	neutral
在光线好的时候表现非常强	positive
配置一般目前还没有配的既小巧又足够强大的闪光灯	negative
操作系统反映速度很慢而且很象没有录像	positive
而不再是金属机身了	neutral
终于可以爽一下了	neutral
别的没用过	neutral
机器内闪只有价格贵不少	negative
谈谈初步的感受	neutral
小蓝标亮瞎一片	neutral
光学取景器聊胜于无不过对大光比的控制方面明显不如全副	positive
对焦慢	negative
这就意味着	neutral
现在手头有的是	neutral
就不谈了	neutral
可以当它是单反了	neutral
但是总的来看	neutral
拍普通人像的	neutral
除了楼下资深说的要为镜头纠结	neutral
并终于从德国淘得老机	neutral
也拍了不少片子	neutral
比如说	neutral
另外提一句	neutral
片子发暗种种现象玩了半年就出掉了主要是边缘成像太差色散严重	negative
幅机身的画质表现画面的致密程度色深曝光宽容度和全幅底的相机毕竟还是有明显的差距	neutral
所以设计理念上不高明	negative
那个镜头体积跟机身较合适	neutral
其余的对焦点尤其是曝光锁定键	negative
怕对焦不实	neutral
哎很尴尬	neutral
但是感觉跟还是有一定差距的色彩感觉没有原来的容易调整	positive
感觉手柄还是略小直出太差了	positive
手感操控性能画质已然全面落后就是不太方便	negative
而且主要集中在取景器的中央位置	neutral
"最特別的也是笔者最感兴趣的地方還是在于"":万像素可外翻使用的"	positive
又重新拿到了	neutral
但因为绿屏问题实在让我觉得膈应和的高感成像质量相比较而言就有些惨了	negative
看看	neutral
昨天买了黑卡	neutral
手动对焦更慢一些屏幕太破了	negative
画质偏软但是强劲的机能会弥补画质的不足	negative
变焦感觉有点慢哦窃以为还是的软件功底差了	negative
比如	neutral
不懂乱说大家口下留情	neutral
从缩图来看	neutral
带出去也不敢敞开用当然不是人人和我一样	neutral
一定会让你体会到用心拍照的乐趣	neutral
感觉手柄还是略小现在多出来的锁定键做的太	negative
不过手感一般套头成像颜色偏冷	negative
但今年由于工作变动	neutral
紫边也是它引起的	neutral
很担心容易坏	neutral
首先是那个和啤酒瓶子盖一样的模式转盘没有	negative
很有操控感	neutral
合焦比较坚决和迅速	positive
整体感觉就是一入门机的样子对焦速度偏慢	negative
奇怪	neutral
对于拍摄人物特写	neutral
其实操作起来很容易	neutral
期间不能按快门	neutral
就连续打机关枪	neutral
性价比上佳的机器	positive
我喜欢的地方	neutral
稳定性照电子快门线和遥控器差的多艺术效果拍摄时拖尾严重	positive
甚至可以说很差	neutral
对强光源的处理不好感觉开关拧到距离过长	positive
让手动对焦轻而易举	neutral
反差较小时镜头还会拉风箱手感操控性能画质已然全面落后	negative
色彩冷	positive
长焦端没有防震	negative
想着拍照	neutral
相对简化了	neutral
希望大家小心一些	neutral
取景器	neutral
左上角的拨盘看上去仍然很幼稚色彩的话	negative
比出色	positive
奥巴的机器握感都不好操作系统反映速度很慢	positive
长焦端没有防震价格相对昂贵	negative
不过自拍应该够	neutral
就是一台没有电话功能的对焦屏比较简单的感觉	positive
洞妖的是格式的	neutral
你总感觉的倍变焦是骗人的艺术效果拍摄时拖尾严重	negative
也有网文评测中高端单反	neutral
这是镜头太水的原因但体积不小	negative
试过边缘对焦感受在对焦的时候有些犹豫	positive
足够满足一般用户	neutral
但实际试用发现对焦迟滞太严重快门触感变深	positive
而且在重量上也更让人感觉舒适	positive
重量还好	neutral
分享给大家	neutral
没有防水防尘如果能忍受它缓慢的存储速度的话	negative
依然很干净	neutral
机内测光容易出错导致过曝我的就是最小的暗部噪点也清晰可见	negative
对于一万元步入单反这个大门的朋友	neutral
很暗的地方都能轻松拍出来	neutral
配长焦机身偏小机内软件可能有问题	negative
色彩偏暖	positive
只是在调节上多做一些	neutral
全画幅	neutral
电池续航	neutral
也没专业色彩感觉没有原来的容易调整	positive
对焦点有点集中	negative
好在现在类似的转换插头也多了	neutral
所以	neutral
还有品控问题反光板污点门	negative
盖上没有办法盖在镜上	neutral
如果能有对焦微调	negative
这只镜头配合起来就有点问题	negative
密封不好等	negative
小五就成打酱油的肩屏小了些	negative
体积小和的比似乎就少了点相位对焦点	positive
采用单反卡口	neutral
总体上给我的感觉这套系统对焦性能和差不多	negative
当屏幕的亮度调节到中间的时候	neutral
自己买了;松下买了	neutral
新一代暗处色彩丢失可能是因为噪音太大导致严重降噪抹除了颜色只是开电池舱盖和卡舱盖的时候能明显感觉到塑料的做工	negative
从机器本身到所有配件	neutral
感觉在变焦的时候有些迟滞格式连拍坑爹	negative
手动对焦的时候可以直接放大对焦点微调确认	neutral
锐度偏低的机身依旧采用工程塑料	negative
先说一下我认为的缺点	neutral
相较于家族前几代的全画幅单反相机	neutral
密封不好等肤色偏黄	positive
发出来的是一种沉闷声	neutral
总体来说倾向于	neutral
我原有和两台单反	neutral
不足部分	neutral
由于是可翻转设计	neutral
体积小风景摄影表现一般	negative
只是控制和手感恐怕没有这么舒服	negative
那一天快到了	neutral
机身缝隙稍大想问问为什么的照片这么小啊	negative
下图基本上只用了原片的/强	neutral
感觉是算法的原因	neutral
虚化好	positive
联通合约机	neutral
快门声音比我想象的大得多先对焦后构图速度太慢且容易焦点偏移	negative
昨天摸了真机	neutral
电池使用寿命短不过该机器已经设计了外接电源的线孔有时在长焦段会有拉风箱现象	negative
感受如下	neutral
万	neutral
只有从机顶看觉得造型怪异些表现在取景器和想比	positive
在用这个机器之前	neutral
很蛋疼	neutral
但在基本的锐利度表现不满的是反映速度	positive
首先是对焦	neutral
每拍一张到再次能拍摄	neutral
但实际外观也很小巧	positive
试过边缘对焦数据线都不配	positive
的感光度在的时候也只能说勉强凑合看	negative
对焦速度尚可	positive
存在物理误差是难免	neutral
录像也还可以	positive
档案算蛮小的的对焦屏比较简单的感觉	positive
目前还没有配的既小巧又足够强大的闪光灯细节较多	positive
谈点感受	neutral
程度不够	neutral
	neutral
这个时候看下帮助页面可以解决很多问题	neutral
的确差很多	neutral
直接免疫了跑焦这回事情	neutral
但是像素比较低现在觉得我完全不需要高像素这点下面我会解释目前看感觉照片效果不如上周买的的松下	negative
但便携机在图像质量上总是稍欠缺一点还有不能换镜头局限了拍摄题材中央五个对焦点很暴力	positive
这里要说说这三个镜头里面我最最不常用的一个	neutral
就是的色散比重引起的	negative
没有防水防尘体积小	negative
因此背景的虚化不足但是感觉跟还是有一定差距的	negative
长焦端没有防震就是一台没有电话功能	negative
以美金上下的价格	neutral
不用	neutral
金属机身皮革覆盖范围也广	positive
所以让人感觉塑料感稍重片子发暗种种现象	negative
到洞妖上	neutral
大家千万别以为我买是为了给它挑毛病	neutral
连拍超过张后就开始卡机变成约三张每秒的慢速连拍	neutral
主要是高清视频录制清晰度差但因为绿屏问题实在让我觉得膈应	positive
但在自动对焦操控感受上还存在一定差距夜景画质很一般	negative
如果当时能够有人指导我一下如何去看待单反	neutral
快门声音比我想象的大得多格式连拍坑爹	positive
而是带有一点回馈力度	neutral
镜头自动对焦	positive
各种的拨盘选择器在调整参数上确实很便捷	positive
此头焦外绿边十分严重除了价格比较高一些	positive
防抖没有想像中管用但是长焦是外变焦	negative
接图的效果也不如	negative
会稍强些	neutral
所以只是关注	neutral
宾得的传统	neutral
昨天入咯	neutral
和虽然都是双卡槽	neutral
宾得有前途了	neutral
也初步了解了两台机器的性能	neutral
就是快门声音不怎么样但是屏幕实在不堪入目	negative
就是对焦前先来回抽一下让人蛋疼洞妖的明显要慢于的	positive
就算你看惯了万象素的屏	neutral
觉得电池续航能力很一般没有多次曝光功能	positive
找到人脸是五五开	neutral
总的来说用来拍人像肤色怪怪的和开头的机器甚至开头的机器都不相符的塑料卡口	negative
就一姐夫机的大小的遮光罩为什么总是做的很松	negative
增加了相位对焦取景器闪光灯接口	positive
按住快门时	neutral
即使能使用也需要加一个多功能手柄	neutral
高感时:和成像质量明显优于和	positive
体积小	negative
但我只能告诉你	neutral
基本可以还原物体质感	neutral
难道大鼻子就这么有号召力	neutral
真是台强制我不要乱按快门的好机器啊	negative
就是紫边太严重机械快门线的确蛋疼	negative
但在大光圈长焦和闪光灯上还有不足的工业设计真是倒退了三十年	negative
我的就是最小的暗部噪点也清晰可见	negative
底感差外接闪光灯真丑	negative
感觉没什么可换啊	neutral
画质高感不敢武断评论	neutral
主要是因为色散控制不好的原因但是外挂电源毕竟影会影响的便携性	positive
一个是	neutral
本人使用了东芝卡	neutral
效果很出乎我的意料	positive
拿到手上第一感觉是并没有我想象的那么重	neutral
高感时:和成像质量明显优于和	positive
浪费了很多精力在器材上	neutral
所以	neutral
对焦的速度上并不是很突出	negative
还有就是确实存在严重的屏偏绿的问题对对焦点的明暗反差要求比较高	negative
画质确实比小五提升了	positive
这个头的对焦性能并不好压缩比有些点	negative
也是一大致命伤	neutral
因为经常看到有人说的声音一塌糊涂目前看感觉照片效果不如上周买的的松下	positive
其他的型号也用过	neutral
百分百查看	neutral
直出太差了因此背景的虚化不足	negative
我去肯尼来几天	neutral
由于和宾得和有协议所以少了	neutral
正好抚摸之	neutral
现在想想	neutral
翻转屏	neutral
因为的电池也是延续上一代的	neutral
防尘不好自动白平衡在某些特定场合容易出錯	positive
就是快门声音不怎么样奥巴的/镜头也是个大块头	positive
省了几个月饭钱	neutral
当我看到兔子的出片	neutral
轻便老婆拿到手机玩了一会儿才想起问我	neutral
如果可以自动对焦后再放大再全时手动微调那就爽了	neutral
